Title,Department,Institution,Abstract,Start Date,End Date,Funding Agency,Researchers,Topic
DOES CHALLENGE WITH THE BRITISH COLUMBIA STRAIN OF PISCINE REOVIRUS AFFECT ATLANTIC OR SOCKEYE SALMON?,,Fisheries and Oceans Canada (DFO); Marine Harvest Canada Limited,"This study suggests PRV from the Pacific Coast of British Columbia is of low pathogenicity in Atlantic and Sockeye Salmon. Piscine reovirus (PRV ) was first discovered in Norwegian farmed Atlantic Salmon with the disease heart and skeletal muscle inflammation (HSMI). While fish with HSMI generally carry higher loads of PRV , clinically healthy fish in Norway also carry the virus. PRV is geographically widespread, occurring in the Atlantic, as well as in wild and farmed salmon in the Pacific Ocean where HSMI has not been reported. Consequently, the presence of PRV in asymptomatic fish raises questions concerning the exact relationship between PRV and HSMI. To evaluate the risk posed to native and cultured salmon residing in the Pacific, we utilized controlled laboratory exposures to determine virulence of PRV in Atlantic and Sockeye Salmon. Naive Atlantic Salmon challenged by intraperitoneal injection of PRV positive tissue homogenate resulted in development of a sustained PRV infection; however, compared to control groups there were no significant differences in morbidity due to PRV exposure and no evidence of HSMI. We also demonstrated that PRV could spread to naive Atlantic and Sockeye Salmon by waterborne transmission with nearly 100% of naive fish becoming positive after 4 weeks of exposure. Despite the development of persistent infections, no fish to date have showed any morbidity, gross signs of disease, or histological evidence of HSMI when compared to controls. ",APR. 2013,MAR. 2015 ,DFO – Aquaculture Collaborative Research and Development Program (DFO – ACRDP); Marine Harvest Canada Limited,Stewart Johnson (DFO); Kyle Garver (DFO); Diane Morrison (Marine Harvest Canada); Marine Harvest Canada Limited,Aquaculture - Fish Health
FIELD VALIDATION OF DIETARY MEDICATION TO REDUCE THE SEVERITY OF KUDOA THYRSITES IN FARMED ATLANTIC SALMON ,,Fisheries and Oceans Canada (DFO); Marine Harvest Canada Limited,"Farmed Atlantic Salmon are at risk of infection with Kudoa thyrsites throughout British Columbia (BC), leading to an elevated risk of reduced fillet quality. The cost to the BC farmed Atlantic Salmon industry was over $15 million in 2010, adding to the difficulty for the BC industry to remain competitive in the global salmon market. Early screening of farmed stock is now often used for Kudoa detection. Neither vaccines nor medicines are currently available for the prevention or treatment of the infection. This project evaluated the efficacy of dietary nicarbazin against Kudoa in Atlantic Salmon held in a production environment. The results of this study confirmed that under production conditions, treatment of seawater-reared Atlantic Salmon with a medicated diet containing nicarbazin results in elevated muscle residues of dinitrocarbanilide (DNC). The study also confirmed observations made in laboratory studies that DNC declines rapidly in muscle following cessation of medication. An alternative treatment regime will be required to ensure that DNC residues are sufficiently high over a longer duration during the grow-out phase of salmon production to maximize efficacy against Kudoa in harvest fish. ",APR. 2011,OCT. 2013 ,DFO – Aquaculture Collaborative Research and Development Program (DFO – ACRDP); Marine Harvest Canada Limited,Simon Jones (DFO); Marine Harvest Canada Limited,Aquaculture - Fish Health
IDENTIFICATION AND TREATMENT OF GYRODA CTYLID INFECTIONS IN CULTURED WOLF-EELS (ANARRHICHTHYS OCELLATUS),,Fisheries and Oceans Canada (DFO); Kyuquot SEAfoods Ltd.; Vancouver Aquarium ,"Wolf-eels (Anarrhichthys ocellatus) are considered an appropriate new species for development in the Canadian aquaculture industry and recent research has looked at the potential to move this culture species from experimental to commercial production. During their studies, researchers identified a commonly occurring parasite (Gyrodactylus spp.) that was responsible for recurring disease outbreaks in captive-reared wolf-eels which could ultimately impede production. The objective of this project was to investigate Gyrodactylus outbreaks occurring in captive reared wolf-eels, identify the species responsible, and develop an efficacious treatment protocol. The parasite infecting wolf-eels at the CAER facility in West Vancouver was confirmed as Gyrodactylus corti, originally described from captive wolf-eels in California. This research suggested that G. corti is a common parasite of wolf-eels and that increased intensities of infection occur in captivity. Infections cause an acute reaction in the gills, which contributes to elevated mortality. Infection with G. corti caused mortality as high as 83% among captive wolf-eels. This research demonstrated that the most effective treatment against G. corti was formalin baths and, to a lesser extent, freshwater baths. However, both treatments only provide temporary or partial benefits as infections have been observed to recur. Careful management of newly captured wolf-eels, including quarantine and treatment is recommended. This research was needed to assess risk, develop treatment protocols, and to provide new information that will be essential for a successful wolf-eel aquaculture industry. Further research will need to explore additional regimes of formalin, freshwater, or combined treatments, in order to optimize results.",APR. 2012,MAR. 2013 ,DFO – Aquaculture Collaborative Research and Development Program (DFO – ACRDP); Kyuquot SEAfoods Ltd.; Vancouver Aquarium ,Simon Jones (DFO); Kyuquot SEAfoods Ltd.; Vancouver Aquarium ,Aquaculture - Fish Health
THE EFFECTS OF PRIOR EXPOSURE AND BODY SIZE ON THE INTENSITY OF KUDOA THYRSITES INFECTIONS IN ATLANTIC SALMON,,Fisheries and Oceans Canada (DFO); Marine Harvest Canada Limited; Mainstream Canada (Cermaq Canada Ltd.) ,"The knowledge gained through this research project will lead to a greater understanding of disease transmission and wild-farmed interactions. Additionally, this information will allow for better finfish cage siting and decision making and the development of tools to help further manage this disease. The parasite, Kudoa thyrsites, is the cause of soft-flesh syndrome in post-harvest Atlantic Salmon farmed in British Columbia. Infected fish exhibit no clinical signs of disease, but the affected muscle rapidly deteriorates after processing. These infections can cause substantial economic hardship to the salmon aquaculture industry with some sites estimating a 10% loss of annual yield, resulting in losses of between $6–10 million. Currently, there are no vaccines or approved strategies for treatment (e.g., chemotherapeutic intervention) for K. thyrsites. Earlier research revealed geographic variation in the prevalence and intensity of K. thyrsites in Atlantic Salmon reared at different seawater production sites. This research discovered that infections typically resolve between six and twelve months following laboratory exposure of fish to the parasite, and therefore, the occurrence of infections in harvested salmon after 18 months or more in seawater suggest multiple or ongoing exposures to the parasite during commercial net pen rearing. This project will further investigate options for managing K. thyrsites infections. Firstly, it will test the efficacy of ultraviolet irradiation of seawater as a method to inactivate K. thrysites in the laboratory and further study the influence of prior exposure to K. thyrsites on parasite development during subsequent exposure. The project will also assess the influence of fish size on the prevalence and severity of the infection. ",APR. 2013,MAR. 2015,"DFO – Aquaculture Collaborative Research and Development Program (DFO – ACRDP); Marine Harvest Canada Limited; Mainstream Canada (Cermaq Canada Ltd.) 
",Simon Jones (DFO); Marine Harvest Canada Limited; Mainstream Canada (Cermaq Canada Ltd.) ,Aquaculture - Fish Health
REFINEMENT OF AN INFECTIOUS HEMATOPOIETIC NECROSIS VIRUS DISPERSION MODEL FOR THE DISCOVERY ISLANDS AREA AND AN EXTENSION TO WEST COAST OF VANCOUVER ISLAND,,Fisheries and Oceans Canada (DFO); Marine Harvest Canada Limited; Mainstream Canada (Cermaq Canada Ltd.); Grieg Seafood BC Ltd.,"In British Columbia, infectious hematopoietic necrosis virus (IHNV) is the most economically important viral pathogen of salmonids. To begin to assess the risk of viral dispersal through waterborne transmission from an infected site, it is necessary to understand, not only the biological parameters associated with virus dispersion, but also the physical components of the environment in which the virus is being dispersed. This project aimed to refine the physical and biological measurements of the established viral dispersion model. Specifically, the risk of virus transmission from APEX vaccinated Atlantic Salmon was determined, as well as investigated the susceptibility of Sockeye Salmon to IHNV. The vaccinated Atlantic Salmon were highly protected against the development of the lethal IHN disease such that out of 100 APEX vaccinated Atlantic Salmon only two fish succumbed to IHN disease. This protection was afforded regardless of whether the vaccinated fish were exposed to IHNV via intraperitoneal injection or waterborne immersion. In preliminary trials on Sockeye susceptibility to IHNV, no mortality was observed in either the mock challenge group or the two lowest virus exposure levels. Mortality was only observed at the two highest IHN virus exposure levels tested with cumulative mortality ranging from 8% to 36%. Quantification of the IHNV transmission parameters obtained through this project will enable accurate geospatial predictions of risk for IHNV transmission from marine salmon sites. Understanding how the virus is dispersed among salmon farms will ultimately increase the sustainability of the aquaculture industry through optimization of fish health.",APR. 2011,MAR. 2013,DFO – Aquaculture Collaborative Research and Development Program (DFO – ACRDP); Grieg Seafood BC Ltd.; Mainstream Canada (Cermaq Canada Ltd.); Marine Harvest Canada Limited ,Kyle Garver (DFO); Grieg Seafood BC Ltd.; Mainstream Canada (Cermaq Canada Ltd.); Marine Harvest Canada Limited,Aquaculture - Fish Health
THE DEVELOPMENT OF ROBUST METHODOLOGY FOR SULFIDE PROBE CALIBRATION AND SEDIMENT SAMPLING,,Fisheries and Oceans Canada (DFO); SIMCorp; Atlantic Canada Fish Farmers Association (ACFFA); Nova Scotia Department of Fisheries and Aquaculture (NSDFA); New Brunswick - Department of the Environment and Local Government (NB-DELG); ,"The results of this project can contribute to the development of a reliable, accurate, consistent, and robust methodology for sediment sampling, which could be adopted by Provincial regulators. Environmental monitoring of marine finfish aquaculture operations in New Brunswick, Nova Scotia, and British Columbia rely on the measurement of sulfide concentrations in sediment (within farm leases) as the fundamental indicator of adverse environmental impacts from finfish farming at soft bottom sites. Government departments in NB, NS, and BC have established their own Standard Operating Procedures (SO Ps) to evaluate the aquaculture industry’s environmental impact. Comparisons among the SO Ps indicate several differences among regions, which could lead to differing results. Previous research has revealed that the standard solutions (“standards”) used in sediment sulfide monitoring degrade significantly over time and that probe accuracy also degrades over time (post-calibration). These results suggest the need for additional research on sediment sulfide methodologies including possible changes in probe accuracy following their use in sediments with high sulfide concentrations and the effects of salinity on these standards. This research project will also examine potential sources of error related to the methods used in the collection, storage, transportation, and handling of sediment samples.",APR. 2014,MAR. 2016 ,DFO – Aquaculture Collaborative Research and Development Program (DFO – ACRDP); Atlantic Canada Fish Farmers Association (ACFFA); Sweeney International Marine Corp. (SIMCorp) ,"Blythe Chang (DFO); David Wong, Kenneth MacKeigan, Monica Lyons, Fred Page, Ed Parker, Nathan Blasco (DFO); Bob Sweeney, Leah Lewis-McCrea, Tara Daggett, Amanda Smith, Janelle Arsenault (SIMCorp); Jessica Whitehead (NSDFA); Troy Lyons (NB-DELG ); Betty House (ACFFA); Atlantic Canada Fish Farmers Association (ACFFA); Sweeney International Marine Corp. (SIMCorp) ",Aquaculture - Environmental Interactions
"PREDICTIVE MODELING FOR PARALYTIC SHELLFISH POISONING IN BAYNES SOUND, BRITISH COLUMBIA",,Fisheries and Oceans Canada (DFO); Mac’s Oysters Ltd. ,"The results of this research will help improve the overall sustainability of the aquaculture industry in British Columbia (BC) by facilitating decision making by the department on aquaculture siting, as well as allowing the aquaculture industry to plan harvests and avoid costly product recalls. Paralytic shellfish poisoning (PSP) is a potentially lethal condition that is caused by the consumption of shellfish which have concentrated paralytic shellfish toxins (PST) from phytoplankton. This project explored the development of a predictive model to help identify and predict where and when phytoplankton blooms might occur. Various environmental and hydrographic data relevant to Baynes Sound, BC, were compiled and relationships between these factors and PSP events were evaluated using statistical analyses (correlations). The most important factors in predicting PSP levels were time of the year, salinity, and rainfall pattern. Specifically, the amount of measurable rain that fell three and four days prior to sampling was found to correlate with PSP levels. The PSP hindcast model predictions were shown to be accurate 97% of the time, making this a valuable real-time tool to help identify periods of increased risk to shellfish culture.",APR. 2011,MAR. 2014 ,DFO – Aquaculture Collaborative Research and Development Program (DFO – ACRDP); Mac’s Oysters Ltd. ,"Anya Dunham (DFO); Rob Marshall (Mac’s Oysters Ltd.); Gordy McLellan, Rob Marshall (Mac’s Oysters Ltd.); Mac’s Oysters Ltd. ",Aquaculture - Environmental Interactions
DEVELOPMENT OF MANAGEMENT ZONES FOR FINFISH AQUA CULTURE IN BRITISH COLUMBIA. PHASE 1: DATA COLLECTION AND EVALUATION. PHASE 2: INFORMATION INTEGRATION TO PROVIDE ADVI CE AND RECOMMENDATION S IN SUPPORT OF FINFISH AQUA CULTURE MANAGEMENT,,Fisheries and Oceans Canada (DFO); ,"This project will provide science advice to enable decision makers to fully consider environmental and operations issues during the process of identifying the locations and creating the boundaries of operational plans. Issues such as farm production, disease transfer and/or control, wild-farm sea lice interactions, and others may be important components. The project’s first phase is to collect, organise, and document existing scientific data, relevant to finfish aquaculture, into appropriate management zones in southern BC. The second phase of the project will apply the information gathered in Phase 1 to support the development of the interim Integrated Management of Aquaculture Plans (IMAPs). Scientific advice will be provided to help fill knowledge gaps, define ecosystem health indicators, and evaluate the local and regional impacts to determine the carrying capacity of finfish aquaculture. In addition, Phase 2 will integrate the knowledge base developed from Phase 1 with other Fisheries and Oceans Canada (DFO) research programs in BC, including the identification of ecologically and biologically significant areas, and the Strait of Georgia Ecosystem Research Initiative.",APR. 2011,MAR. 2013 ,DFO – Program for Aquaculture Regulatory Research (DFO – PARR) ,"Peter Chandler (DFO); Mike Foreman, Jon Chamberlain, Roy Hourston (DFO)  ",Aquaculture - Environmental Interactions
DEVELOPING HARDBOTTOM INDICATORS FROM BRITISH COLUMBIA ARCHIVED BENTHIC VIDEO SURVEYS ASSOCIATED WITH THE AQUA CULTURE ACTIVITIES REGULATIONS ,,Fisheries and Oceans Canada (DFO),"The objective of this project is to apply a standard analytical approach to a large collection of archived video surveys collected as part of the British Columbia Finfish Aquaculture Waste Control Regulation (FAWCR ). These video surveys were collected over a 7-year period (2004–2010) and over a wide range of coastal settings (fjordic inlets, Broughton Archipelago, the west coast of Vancouver Island, Johnstone Strait, etc.). Since the video protocols of FAWCR , recently written into the Conditions of Licence for Fisheries and Oceans Canada (DFO), are mainly based on the specifications of field survey collection, it is important to develop a video evaluation protocol for enumerating benthic organisms and identifying key indicator species. Results will determine which environmental and aquaculture factors drive the population dynamics of key primary and secondary indicator species [Beggiatoa spp. and Opportunistic Polychaete Complexes (OPC)], as well as how well these indicator taxa represent benthic impact through video observations and DEPOMOD predictions.",APR. 2011,MAR. 2015,DFO – Program for Aquaculture Regulatory Research (DFO – PARR),"Terri Sutherland (DFO); Bernie Taekema, Kerry Hoyseth, March Klaver, John Chamberlain (DFO); Dounia Hamoutene (DFO) ",Aquaculture - Environmental Interactions
THE CANADIAN INTEGRATED MULTI -TROPHIC AQUACULTURE NETWORK (CIMTAN),,University of New Brunswick - St. John (UNBSJ); Fisheries and Oceans Canada (DFO); University of Victoria (UVic); Simon Fraser University (SFU); Fisheries and Oceans Canada; The New Brunswick Research and Productivity Council; Cooke Aquaculture Inc.; Kyuquot SEAfoods Ltd.; Marine Harvest Canada Ltd.; Grieg Seafood BC Ltd. ,"The Canadian Integrated Multi-Trophic Aquaculture Network (CIMTAN ) is an NSERC strategic network initiated in 2010. It integrates academic knowledge and industrial know-how in a formal network that combines: a strategic approach; inter-disciplinary, multi-institutional and multi-sectoral strengths; and shared expertise to develop and advance innovative and improved environmentally-responsible aquaculture technologies and practices. The aim of CIMTAN research is to ecologically engineer systems for increased environmental sustainability (ecosystem services and green technologies for improved ecosystem health), economic stability (improved output, lower costs, product diversification, risk reduction, and job creation in coastal and rural communities), and societal acceptability (better management practices, improved regulatory governance, nutrient trading credit incentives, and appreciation of differentiated and safe products). CIMTAN is providing inter-disciplinary research and development and highly qualified personnel (HQP) training in the following linked areas: (1) ecological design, ecosystem interactions, and bio-mitigative efficiency; (2) system innovation and engineering; (3) economic viability and societal acceptance; and (4) regulatory science. These areas will facilitate the commercialization of IMTA in Canada. The Network is organized into three linked Domains reflecting the four linked areas identified above: Domain 1 (environmental system performance and species interactions) is comprised of 10 projects of an environmental nature; Domain 2 (system design and engineering) is comprised of 4 projects of an engineering nature; and both are linked by the cross-cutting Domain 3 (economic analyses and social implications, with 2 projects), as biological, environmental, biotechnological, and engineering issues are always linked to economic aspects and social acceptability. Each Domain is co-led by a scientist at an academic institution and one at a Fisheries and Oceans Canada (DFO) laboratory. The Network consists of 27 scientists from 8 universities (UBC, UNBSJ , VIU, UVic, UPEI, U Guelph, Dalhousie U, and SFU), 6 federal government laboratories (DFO), 1 provincial government laboratory (New Brunswick Research and Productivity Council), and 4 industrial partners (Cooke Aquaculture Inc., Kyuquot SEAfoods Ltd., Marine Harvest Canada Ltd., and Grieg Seafood BC Ltd.). The Network is hosted by the University of New Brunswick in Saint John (UNBSJ ). Training of Highly Qualified Persons (HQPs) is a very high priority for CIMTAN . The initial target of training 114 HQPs, over the entire life of the Network, has been exceeded in 2014, as 116 have already been trained: 60 undergraduate/summer students; 22 MSc, 4 MASc, 5 MRM and 3 MA graduate students; 4 PhD students; 6 postdoctoral fellows; 11 technicians; and 1 research scientist. There has been significant mobility of HQPs and investigators within projects, between east and west coast projects and internationally (Norway and Chile), as it is important to develop a versatile and inter-disciplinary workforce if we want the scientists, policy influencers, decision makers, regulators, and industrialists of tomorrow to be innovative and build a more diversified and responsible aquaculture sector. One of the incremental benefits of a network approach includes access to an enlarged equipment and tool inventory at academic institutions and government laboratories. Conducting experimental research on the east and west coasts in a concerted manner allows the acquisition of complementary and compatible information, hence increasing research outputs and outcomes and reducing redundancies in research efforts. Moreover, by gathering data on a wide geographical and temporal basis, with a wide range of environmental conditions, more generalized trends may be discerned. This will allow for the design of more robust systems and policies, taking into consideration both the universality of some aspects and the regional specificity of others. After 4 years of existence, CIMTAN has produced a diversified array of documents and media directed at different audiences: 40 refereed journal articles, 17 refereed conference publications, 8 book chapters, edited 1 Bulletin of the Aquaculture Association of Canada, 17 non-refereed publications, 198 abstracts, 2 technical reports, 1 Wikipedia article, 7 YouTube videos, 20 CIMTAN Snippets newsletters, and numerous media contacts (magazine articles, newspapers/radio/TV interviews and documentaries). The following section describes each of the CIMTAN projects. ",JAN. 2010,DEC . 2015 ,Natural Sciences and Engineering Research Council (NSERC) Strategic Network Program; Fisheries and Oceans Canada (DFO); University of New Brunswick (UNB); New Brunswick Research Productivity Council (NBRPC); Cooke Aquaculture Inc.; Kyuquot SEAfoods Ltd.; Marine Harvest Canada Ltd.; Grieg Seafood BC Ltd. ,"Thierry Chopin (UNBSJ); Bruce MacDonald, Adrian Hamer (UNBSJ ); Gregor Reid (UNBSJ /DFO); Shawn Robinson, Chris Pearce, Saleem Rahman (DFO); Maycira Costa (UVic); Duncan Knowler (SFU); Fisheries and Oceans Canada; The New Brunswick Research and Productivity Council; Cooke Aquaculture Inc.; Kyuquot SEAfoods Ltd.; Marine Harvest Canada Ltd.; Grieg Seafood BC Ltd.  ",Aquaculture - CIMTAN
CULTIVATION OF COMPLEMENTARY INORGANI C EXTRACTIVE SPECIES FOR INCREASED SYSTEM PERFORMANCE,,University of New Brunswick - St. John (UNBSJ); Cooke Aquaculture Inc.,"This project investigates the red alga Palmaria palmata (dulse) for increased inorganic bio-mitigation of IMTA systems when kelps are not present at the sites. Little is known about the complex life history or the presence of the different phases of this species in nature, especially during fall and winter. Recruitment was monitored on the shore with twines mounted on frames. The number and size of recruits increase during summer and the occurrence of the different generations was documented. By varying desiccation time, darkness period, and seawater temperature, massive releases of tetraspores are now obtained. Desiccation and temperature play an important role in the induction of tetraspore release. A technique for rapid and reliable quantification and sizing of these large and fragile spores was developed using a Coulter Counter. We then worked on the best substrates for successful spore settlement. The effect of light on germination and growth of tetraspores into male and female gametophytes is now being studied. Molecular techniques are being developed to distinguish male gametophytes from tetrasporophytes, which are indistinguishable when reproductively immature. Organic certification was also obtained for the two kelps, Saccharina latissima and Alaria esculenta, already cultivated at the IMTA sites. This research will develop another inorganic extractive species for the summer period, whereas kelps are at the sites from the fall to spring/early summer. The project is also looking at the development of appropriate and efficient regulations for seaweeds and for the management of inorganic nutrient biomitigation at the Bay Management Area (BMA) level. ",JAN. 2010,DEC. 2015,Natural Sciences and Engineering Research Council (NSERC) Strategic Network Program; Fisheries and Oceans Canada (DFO); University of New Brunswick (UNB); New Brunswick Research Productivity Council (NBRPC); Cooke Aquaculture Inc.; Kyuquot SEAfoods Ltd.; Marine Harvest Canada Ltd.; Grieg Seafood BC Ltd. ,"Thierry Chopin (UNBSJ); Constanza Chianale, Caroline Longtin, Ellen Belyea, Adrian Hamer, Marissa Gale (UNBSJ); Cooke Aquaculture Inc.",Aquaculture - CIMTAN
SOCIAL IMPLICATIONS OF IMTA: EXPLORING THE FUTURE OF COASTAL AQUACULTURE AND THE POTENTIAL FOR IMTA ADOPTION IN BRITISH COLUMBIA,,University of Victoria (UVic); Vancouver Island University (VIU),"This study is identifying some of the key concerns that First Nations communities have regarding the development of aquaculture within their traditional territories. It is also assessing the level of awareness of IMTA and the information needs that must be met before First Nations can consider the adoption of IMTA. This project focuses on the social implications (governance, community development, First Nations) aspects of IMTA. Our focus to date has been on gaining insight into First Nations perspectives on coastal aquaculture practices and their assessment of IMTA as a sustainable production system that is consistent with traditional values. This research is being undertaken on the west coast, as most aquaculture tenures in BC are located within First Nation traditional territories. Any changes in existing tenures, or development of new ones, require consultation with First Nations communities. To provide a basis for broader consultations regarding the opportunities and challenges facing the adoption of IMTA within First Nations traditional territories, a key informant survey was undertaken to assess concerns with seaweed, shellfish, and finfish farming. Generally, farming seaweeds was not something that had been considered by the communities. Shellfish aquaculture, however, was seen as a promising economic development opportunity that was consistent with their traditional values. There was very strong opposition to salmon farming owing to the perceived environmental and ecosystem impacts. While there was interest in IMTA, the informants also acknowledged a lack of information on the ecological and economic aspects of its development. ",JAN. 2010,DEC. 2015,Natural Sciences and Engineering Research Council (NSERC) Strategic Network Program; Fisheries and Oceans Canada (DFO); University of New Brunswick (UNB); New Brunswick Research Productivity Council (NBRPC); Cooke Aquaculture Inc.; Kyuquot SEAfoods Ltd.; Marine Harvest Canada Ltd.; Grieg Seafood BC Ltd. ,"Mark Flaherty (UVic); Grant Murray (VIU); Stephen Cross, Erin Latham, Katie Tubbutt (UVic)",Aquaculture - CIMTAN
"A VARIATION ON THE IMTA THEME FOR LAND-BASED, FRESHWATER AQUACULTURE OPERATIONS: THE DEVELOPMENT OF FRESHWATER IMTA (FIMTA) FOR SALMON AND AQUAPONIC PLANTS",,University of New Brunswick - St. John (UNBSJ); Cooke Aquaculture Inc.,"The Freshwater IMTA program (FIMTA) helps identify effluent treatment efficiency strategies for different hatchery configurations to meet regulatory limits. The pilot-scale FIMTA system is very useful for selecting plants that will be a good match for conditions experienced at fish hatcheries in a cold temperate climate. Developing FIMTA will allow an extension of IMTA from egg to plate, increase water reuse, and product diversification. Analyses were performed to identify the best setting for a pilot FIMTA project at different freshwater salmon hatchery facilities. A computerized visual assessment tool was developed to evaluate hatchery performances regarding dissolved nutrient recovery. The treatment system efficacy (physical, chemical, and biological) was analysed at different locations within hatcheries. A visual interface provides a fast and reliable way to simplify application development and accelerate management. Data are then subjected to regulatory levels. The program contains a series of databases accessible to the various software objects, including both static and dynamic data. Databases are maintained for each component for basic information, simulation settings, and water characteristics. The program consists of a communication interface and other basic forms such as necessary flow, nutrient concentrations, and efficiency potential percentages. The management tool interface can identify and predict dissolved nutrient concentrations and flows at the different locations. A variety of edible, ornamental, and medicinal plants are tested for growth and nutrient absorption capabilities in a temperature/ light controlled FIMTA pilot-scale system using effluent water from a local commercial hatchery. The use of IMTA kelp biochar, as a medium for seedling development and plant support, is also examined.",SEP. 2012,DEC. 2015,Natural Sciences and Engineering Research Council (NSERC) Strategic Network Program; Fisheries and Oceans Canada (DFO); University of New Brunswick (UNB); New Brunswick Research Productivity Council (NBRPC); Cooke Aquaculture Inc.; Kyuquot SEAfoods Ltd.; Marine Harvest Canada Ltd.; Grieg Seafood BC Ltd. ,"Thierry Chopin (UNBSJ); Hamid Khoda Bakhsh, Stacy Murray, Ellen Belyea, Adrian Hamer (UNBSJ); Cooke Aquaculture Inc.",Aquaculture - CIMTAN
DEVELOPING TOOLS TO QUANTIFY SALMON AQUACULTURE NUTRIENTS IN WILD AND CULTURED ALTERNATIVE SPECIES,,Fisheries and Oceans Canada (DFO); University of New Brunswick - St. John (UNBSJ); Cooke Aquaculture Inc.,"New methods to quantify and monitor impacts of aquaculture nutrient enrichment on the environment are being investigated. To better understand the influence of particulate nutrient sources in the midwater zone, the relationship between fouling species, distance, and the physical environment were tested using an array of bio-colonization plates. The most prevalent fouling species near salmon aquaculture sites are studied for changes in bio-accumulation rates and instantaneous growth. Bio-accumulation for these species is surprisingly variable around a salmon farm and can provide information on optimal IMTA site design with respect to nutrient availability and environmental conditions. The colour response in three native macro-algae (Ulva lactuca, Pyropia purpurea, and Palmaria palmata), relative to their total nitrogen content, has also been investigated. The objective is to develop a simple technique, based on colour characterization (lightness, chroma, and hue), as a faster and cheaper proxy for biochemical analyses of tissue total nitrogen content. If this approach can lead to the development of a useful tool, monitors will be able to quickly and cheaply determine the internal nitrogen content of the selected algal species and the conditions to which it was likely to have been exposed, using this macro-alga as an indicator-over-time of nutrient loading. Such methods can offer new tools for measuring changes in nutrient exposure for both wild and cultured species in the coastal zone, and a new approach to monitoring nutrient effects of aquaculture with respect to optimal design for integrated species and overall site performance. ",JAN. 2010,DEC. 2015,Natural Sciences and Engineering Research Council (NSERC) Strategic Network Program; Fisheries and Oceans Canada (DFO); University of New Brunswick (UNB); New Brunswick Research Productivity Council (NBRPC); Cooke Aquaculture Inc.; Kyuquot SEAfoods Ltd.; Marine Harvest Canada Ltd.; Grieg Seafood BC Ltd. ,"Andrew Cooper (DFO); Thierry Chopin, Jonathan Day (UNBSJ); Cooke Aquaculture Inc.",Aquaculture - CIMTAN
SPATIAL AND TEMPORAL PARTICULATE DYNAMICS AND THEIR INFLUENCE ON UPTAKE SPECIES PLACEMENT AT AN IMTA SITE,,University of Victoria (UVic); Fisheries and Oceans Canada (DFO); University of New Brunswick - St. John (UNBSJ); Cooke Aquaculture Inc.,"This research shows the value of using high resolution bio-optical data within an IMTA setting. The results are consistent with others showing particulate waste dilution during high ambient seston periods and the dominant vertical dispersion of particulate wastes towards the seafloor. Bio-optical parameters are commonly used to collect high resolution particulate concentration/composition data within the coastal environment. However, these methods are rarely utilized within aquaculture settings. This study focused on the collection of bio-optical data within a sablefish cage at an IMTA site on the west coast of Vancouver Island. This was done to gain an understanding of ambient particulate dynamics and also to detail the dispersion of organic wastes to aid in the placement of secondary uptake species for waste assimilation. During autumn/winter, ambient seston concentrations were low and distinct bio-optical enhancements were measured with time after feeding at the bottom of the studied cage, likely due to fish wastes. In contrast, spring/summer bio-optical variability was driven by phytoplankton and wastes were likely diluted into the particle rich environments. These results suggest that particulate wastes would be most available to uptake species during low seston conditions. Additionally, due to the observed dominant vertical movement of wastes, the most effective placement of uptake species for waste assimilation is likely below the studied cage. With further research, bio-optical measurements could provide valuable high resolution data on both ambient and waste particulate dynamics within aquaculture settings. 

",JAN. 2010,DEC. 2015,Natural Sciences and Engineering Research Council (NSERC) Strategic Network Program; Fisheries and Oceans Canada (DFO); University of New Brunswick (UNB); New Brunswick Research Productivity Council (NBRPC); Cooke Aquaculture Inc.; Kyuquot SEAfoods Ltd.; Marine Harvest Canada Ltd.; Grieg Seafood BC Ltd. ,"Maycira Costa (UVic); Stephen Cross, Justin Del Bel Belluz (UVic); Gregor Reid (UNBSJ, DFO)",Aquaculture - CIMTAN
